MZ	Intensity
-12.43207	13763
-12.22878	13637
-12.02533	13565
-11.82172	13490
-11.61794	13401
-11.41399	13385
-11.20988	13248
-11.00561	13166
-10.80117	13103
-10.59656	12955
-10.39179	12969
-10.18685	12939
-9.98175	12791
-9.77648	12705
-9.57105	12560
-9.36545	12506
-9.15968	12413
-8.95376	12554
-8.74766	12695
-8.54140	12845
-8.33498	12749
-8.12839	12579
-7.92163	12450
-7.71471	12400
-7.50762	12363
-7.30037	12307
-7.09295	12218
-6.88537	12043
-6.67762	12059
-6.46971	12095
-6.26163	12116
-6.05339	12149
-5.84498	12188
-5.63640	12307
-5.42766	12659
-5.21876	13037
-5.00969	13245
-4.80045	13389
-4.59105	14382
-4.38149	15318
-4.17175	15764
-3.96186	15830
-3.75179	15784
-3.54157	15625
-3.33117	15434
-3.12062	15213
-2.90989	15118
-2.69900	14948
-2.48795	14855
-2.27673	14562
-2.06534	14502
-1.85379	14334
-1.64208	14217
-1.43020	14172
-1.21815	14060
-1.00594	13949
-0.79356	13926
-0.58102	13827
-0.36831	13732
-0.15544	13729
0.05760	13633
0.27080	13611
0.48417	13636
0.69770	13697
0.91140	13678
1.12527	13696
1.33930	13627
1.55349	13689
1.76786	13675
1.98238	13668
2.19707	13525
2.41193	13474
2.62695	13442
2.84214	13373
3.05749	13332
3.27301	13263
3.48869	13254
3.70454	13223
3.92056	13175
4.13674	13132
4.35308	13098
4.56959	13152
4.78627	13099
5.00311	13042
5.22011	12992
5.43728	13025
5.65462	13173
5.87212	13246
6.08979	13269
6.30762	13150
6.52562	12942
6.74379	12843
6.96211	12805
7.18061	12695
7.39927	12656
7.61809	12569
7.83708	12607
8.05624	12601
8.27556	12573
8.49504	12480
8.71469	12465
8.93451	12482
9.15449	12593
9.37464	12571
9.59495	12569
9.81543	12575
10.03607	12650
10.25688	12823
10.47786	13025
10.69900	13096
10.92030	13015
11.14177	12990
11.36341	13047
11.58521	13281
11.80717	13698
12.02930	14022
12.25160	14094
12.47406	14052
12.69669	14155
12.91948	14327
13.14244	14402
13.36556	14488
13.58885	14629
13.81230	14658
14.03592	14945
14.25971	15254
14.48366	16010
14.70777	16575
14.93205	16575
15.15650	16575
15.38111	16575
15.60589	16575
15.83083	16575
16.05594	16575
16.28121	16575
16.50665	16575
16.73225	16575
16.95802	16575
